School Type,Teacher-to-student ratio,Attendance,Mathematics Books,Mock result,NECTA result
Government,196,58,Not Own Book,F,0
Government,227,52,Own a Book,F,0
Private,82,96,Not Own Book,D,1
Government,190,69,Own a Book,D,0
Government,204,61,Not Own Book,F,0
Private,50,82,Own a Book,A,1
Private,102,97,Own a Book,B,1
Private,91,91,Not Own Book,B,1
Government,171,80,Own a Book,B,1
Private,73,89,Own a Book,C,1
Private,54,82,Own a Book,B,1
Government,135,87,Own a Book,A,1
Government,170,66,Not Own Book,F,0
Private,58,93,Own a Book,A,1
Government,146,80,Not Own Book,D,1
Government,96,70,Not Own Book,C,1
Government,132,58,Own a Book,F,0
Government,89,63,Not Own Book,B,1
Government,84,76,Not Own Book,F,0
Private,80,91,Own a Book,C,1
Private,66,97,Own a Book,A,1
Government,128,81,Not Own Book,B,1
Government,121,60,Own a Book,F,0
Government,272,84,Not Own Book,C,1
Private,84,80,Own a Book,B,1
Private,85,92,Own a Book,B,1
Private,63,99,Not Own Book,B,1
Government,172,73,Own a Book,B,1
Government,139,52,Not Own Book,D,0
Government,114,66,Own a Book,D,0
Government,236,91,Not Own Book,D,0
Government,175,67,Not Own Book,D,0
Government,173,83,Not Own Book,B,1
Government,106,60,Own a Book,B,1
Government,92,66,Own a Book,C,0
Private,74,86,Own a Book,D,1
Private,66,99,Own a Book,B,1
Government,177,66,Own a Book,D,1
Government,180,51,Not Own Book,C,0
Government,152,92,Not Own Book,F,0
Government,187,72,Own a Book,F,0
Private,77,92,Own a Book,B,1
Government,110,53,Not Own Book,C,0
Government,141,72,Not Own Book,F,0
Government,156,70,Not Own Book,C,0
Private,88,81,Own a Book,D,1
Government,160,76,Not Own Book,D,1
Private,66,76,Not Own Book,C,1
Government,193,60,Own a Book,F,0
Government,167,82,Not Own Book,D,0
Government,219,62,Not Own Book,F,0
Government,153,65,Own a Book,D,0
Private,59,88,Own a Book,A,1
Government,202,66,Not Own Book,D,1
Private,66,92,Own a Book,D,1
Government,163,71,Not Own Book,B,1
Government,158,54,Own a Book,D,1
Government,152,62,Not Own Book,F,0
Government,142,61,Not Own Book,D,1
Private,50,84,Not Own Book,D,1
Private,59,88,Own a Book,A,1
Private,91,90,Own a Book,A,1
Government,169,50,Not Own Book,F,0
Private,103,95,Own a Book,B,1
Private,59,87,Not Own Book,F,0
Government,148,58,Own a Book,F,0
Government,202,79,Own a Book,A,1
Private,66,73,Own a Book,D,1
Government,128,54,Not Own Book,D,0
Government,136,91,Not Own Book,C,1
Government,129,71,Not Own Book,F,0
Private,82,82,Own a Book,B,1
Government,69,71,Own a Book,F,0
Government,223,68,Not Own Book,F,0
Private,60,88,Own a Book,A,1
Government,60,74,Not Own Book,B,1
Government,149,68,Own a Book,D,1
Government,133,73,Not Own Book,D,0
Government,141,68,Own a Book,A,1
Government,164,61,Not Own Book,D,0
Private,84,80,Own a Book,F,0
Private,100,97,Not Own Book,D,1
Private,64,92,Own a Book,A,1
Private,86,95,Own a Book,A,1
Private,85,88,Own a Book,A,1
Government,60,72,Not Own Book,C,1
Government,112,68,Own a Book,F,0
Government,92,81,Own a Book,B,1
Government,170,66,Not Own Book,F,0
Government,165,60,Not Own Book,D,0
Private,80,91,Own a Book,B,1
Private,70,86,Own a Book,C,1
Government,140,72,Not Own Book,F,0
Private,74,92,Own a Book,C,1
Private,68,83,Own a Book,B,1
Government,184,67,Own a Book,C,1
Private,58,85,Own a Book,D,1
Private,63,97,Not Own Book,D,1
Government,155,70,Not Own Book,D,0
Private,69,89,Own a Book,B,1
Private,58,79,Not Own Book,C,1
Private,82,93,Own a Book,A,1
Government,124,74,Own a Book,D,0
Private,62,82,Own a Book,A,1
Private,72,99,Own a Book,A,1
Government,109,73,Not Own Book,C,0
Government,148,63,Own a Book,F,0
Government,133,69,Not Own Book,B,1
Government,126,66,Own a Book,D,1
Government,127,85,Own a Book,C,1
Government,194,79,Own a Book,B,1
Government,166,74,Own a Book,D,1
Private,50,99,Own a Book,B,1
Private,88,80,Own a Book,F,0
Government,173,77,Not Own Book,C,0
Government,170,75,Not Own Book,D,1
Government,189,67,Not Own Book,C,0
Private,75,86,Not Own Book,D,1
Government,177,79,Not Own Book,F,0
Private,68,93,Own a Book,A,1
Private,87,78,Own a Book,A,1
Government,159,88,Not Own Book,F,0
Private,54,95,Own a Book,C,1
Private,90,86,Own a Book,B,1
Private,73,82,Own a Book,D,0
Government,137,81,Own a Book,B,1
Government,130,74,Own a Book,C,0
Government,133,77,Own a Book,C,1
Private,78,91,Own a Book,A,1
Government,105,82,Own a Book,F,1
Private,51,93,Not Own Book,B,1
Government,102,64,Own a Book,B,1
Private,80,83,Own a Book,B,1
Government,142,73,Own a Book,D,1
Government,200,92,Not Own Book,B,1
Government,147,68,Not Own Book,F,0
Private,87,90,Own a Book,C,1
Private,64,94,Own a Book,B,1
Private,68,85,Own a Book,C,1
Private,75,93,Own a Book,B,1
Government,143,70,Own a Book,D,0
Government,139,82,Own a Book,B,1
Government,110,60,Not Own Book,D,0
Private,51,99,Own a Book,B,1
Government,178,66,Not Own Book,C,1
Private,82,91,Own a Book,B,1
Private,65,88,Own a Book,D,1
Government,167,59,Not Own Book,F,0
Private,72,93,Not Own Book,C,1
Private,91,86,Own a Book,C,1
Private,55,91,Not Own Book,C,1
Government,144,61,Not Own Book,B,1
Private,71,86,Own a Book,A,1
Private,77,85,Own a Book,A,1
Private,98,91,Own a Book,A,1
Government,144,73,Own a Book,C,1
Government,183,68,Own a Book,D,0
Private,72,85,Own a Book,A,1
Private,91,90,Not Own Book,C,1
Government,183,71,Own a Book,F,0
Government,135,71,Own a Book,B,1
Private,68,99,Own a Book,C,1
Private,82,91,Own a Book,A,1
Private,65,99,Not Own Book,A,1
Private,77,87,Own a Book,A,1
Government,133,69,Not Own Book,C,0
Government,166,64,Own a Book,D,1
Private,72,90,Own a Book,A,1
Private,64,85,Own a Book,D,1
Private,91,84,Own a Book,D,1
Government,160,50,Not Own Book,F,0
Government,147,84,Not Own Book,C,1
Government,168,66,Not Own Book,F,0
Government,74,84,Not Own Book,D,1
Private,106,87,Own a Book,A,1
Private,75,92,Own a Book,C,1
Government,61,70,Not Own Book,B,1
Government,203,74,Not Own Book,D,0
Private,63,80,Not Own Book,A,1
Government,196,81,Not Own Book,C,1
Private,76,85,Own a Book,C,1
Government,79,79,Not Own Book,A,1
Private,78,77,Not Own Book,C,1
Government,158,62,Own a Book,C,1
Private,92,90,Not Own Book,B,1
Government,173,68,Not Own Book,D,1
Government,94,74,Not Own Book,C,1
Government,195,72,Not Own Book,B,1
Private,68,99,Own a Book,C,1
Private,100,91,Own a Book,A,1
Government,134,65,Not Own Book,F,0
Private,71,85,Own a Book,B,1
Private,62,96,Own a Book,C,1
Private,67,77,Not Own Book,F,0
Private,63,91,Own a Book,C,0
Government,202,58,Own a Book,D,0
Government,90,81,Not Own Book,D,0
Government,186,65,Own a Book,D,1
Private,87,91,Own a Book,B,1
Private,95,88,Own a Book,B,1
Government,151,56,Own a Book,C,0
Government,103,76,Own a Book,A,1
Government,142,62,Not Own Book,D,1
Government,176,78,Own a Book,F,0
Private,76,80,Own a Book,D,1
Private,80,89,Not Own Book,B,1
Government,211,70,Not Own Book,D,1
Government,176,63,Own a Book,F,0
Government,158,83,Not Own Book,B,1
Private,50,88,Own a Book,A,1
Private,63,85,Own a Book,A,1
Private,68,90,Not Own Book,A,1
Government,61,55,Not Own Book,D,1
Private,58,99,Own a Book,A,1
Private,70,80,Own a Book,B,1
Government,145,75,Not Own Book,F,0
Private,82,88,Own a Book,C,1
Government,140,81,Own a Book,C,1
Government,161,71,Own a Book,B,1
Government,131,63,Not Own Book,B,0
Government,151,51,Own a Book,D,0
Private,81,75,Own a Book,C,1
Private,97,86,Not Own Book,C,1
Government,126,83,Not Own Book,C,1
Private,77,76,Own a Book,B,1
Private,88,99,Own a Book,C,1
Private,53,95,Own a Book,B,1
Government,239,56,Not Own Book,D,0
Private,92,80,Not Own Book,A,1
Government,72,60,Own a Book,F,0
Government,166,72,Not Own Book,C,1
Government,124,69,Own a Book,A,1
Private,69,87,Own a Book,C,1
Private,80,84,Own a Book,C,1
Government,197,71,Own a Book,F,0
Private,68,93,Own a Book,C,1
Private,68,87,Own a Book,C,1
Government,166,63,Own a Book,C,0
Government,175,79,Not Own Book,D,0
Private,59,86,Own a Book,A,1
Government,227,75,Own a Book,F,0
Government,121,69,Not Own Book,B,1
Government,193,80,Own a Book,C,1
Government,170,82,Own a Book,C,1
Private,84,96,Own a Book,A,1
Private,65,84,Own a Book,A,1
Private,50,84,Own a Book,D,1
Government,149,78,Not Own Book,F,0
Private,74,87,Own a Book,B,1
Private,60,87,Own a Book,C,1
Government,191,63,Not Own Book,F,0
Private,74,97,Own a Book,A,1
Private,62,95,Own a Book,C,1
Private,83,87,Own a Book,B,1
Government,177,63,Own a Book,C,1
Private,64,83,Own a Book,A,1
Government,205,71,Own a Book,D,0
Private,108,90,Own a Book,C,1
Government,100,61,Not Own Book,D,1
Government,141,57,Not Own Book,D,1
Private,80,88,Own a Book,A,1
Private,109,94,Own a Book,C,1
Government,116,70,Own a Book,D,0
Government,107,67,Not Own Book,D,1
Government,107,58,Own a Book,D,0
Government,204,63,Own a Book,C,1
Government,118,78,Not Own Book,F,0
Government,111,57,Own a Book,B,1
Government,160,87,Not Own Book,B,1
Government,163,70,Own a Book,D,0
Government,198,54,Not Own Book,F,0
Government,154,75,Not Own Book,F,0
Private,78,91,Own a Book,D,1
Government,145,65,Not Own Book,F,0
Private,55,94,Own a Book,B,1
Government,141,63,Not Own Book,C,0
Government,152,76,Not Own Book,D,1
Government,130,69,Not Own Book,C,1
Private,51,86,Own a Book,A,1
Government,98,83,Own a Book,A,1
Private,74,94,Not Own Book,A,1
Private,88,80,Own a Book,A,1
Government,225,73,Own a Book,C,0
Government,141,88,Own a Book,B,1
Government,117,83,Not Own Book,B,1
Private,69,81,Own a Book,C,1
Private,59,99,Not Own Book,A,1
Government,185,79,Not Own Book,F,0
Private,107,80,Not Own Book,B,1
Private,64,89,Own a Book,C,1
Private,57,91,Own a Book,B,1
Private,90,80,Own a Book,D,1
Government,164,77,Not Own Book,A,1
Private,80,99,Own a Book,A,1
Private,98,97,Own a Book,A,1
Government,88,71,Not Own Book,F,0
Private,54,86,Own a Book,A,1
Government,142,73,Own a Book,B,1
Private,75,81,Own a Book,A,1
Private,69,84,Own a Book,D,1
Private,111,74,Own a Book,D,0
Private,70,91,Own a Book,A,1
Government,125,66,Not Own Book,F,0
Government,155,76,Not Own Book,D,1
Government,193,71,Not Own Book,B,1
Private,64,80,Own a Book,D,1
Government,143,72,Not Own Book,D,0
Government,194,62,Own a Book,F,0
Government,197,86,Own a Book,C,1
Government,159,61,Not Own Book,B,1
Private,111,84,Own a Book,F,0
Government,239,59,Not Own Book,D,1
Government,86,58,Own a Book,B,1
Government,73,70,Not Own Book,A,1
Private,86,79,Own a Book,D,1
Government,211,68,Not Own Book,F,0
Government,139,74,Not Own Book,C,1
Private,67,85,Own a Book,B,1
Private,62,72,Own a Book,C,1
Government,97,83,Own a Book,B,1
Private,92,89,Not Own Book,F,1
Private,69,89,Not Own Book,C,1
Private,79,86,Own a Book,C,1
Government,67,78,Not Own Book,B,1
Private,90,94,Own a Book,D,1
Government,176,80,Not Own Book,B,1
Private,54,89,Own a Book,A,1
Private,78,78,Own a Book,F,0
Private,75,90,Not Own Book,D,1
Private,68,89,Own a Book,A,1
Private,50,84,Own a Book,D,1
Government,120,61,Not Own Book,D,1
Government,163,75,Not Own Book,D,1
Government,125,69,Own a Book,A,1
Government,140,66,Own a Book,D,1
Private,97,99,Own a Book,C,1
Private,73,92,Not Own Book,B,1
Government,60,74,Not Own Book,A,1
Government,141,82,Not Own Book,B,1
Government,154,73,Own a Book,D,0
Private,62,83,Own a Book,A,1
Private,86,85,Own a Book,B,1
Government,84,77,Not Own Book,B,1
Private,72,92,Not Own Book,C,1
Government,83,74,Own a Book,A,1
Government,136,58,Not Own Book,F,0
Government,181,78,Not Own Book,C,1
Private,72,87,Own a Book,F,0
Private,71,92,Own a Book,A,1
Private,75,82,Not Own Book,A,1
Government,153,89,Own a Book,F,1
Private,85,89,Not Own Book,F,0
Government,181,65,Own a Book,B,1
Government,213,76,Own a Book,B,1
Government,157,78,Own a Book,C,1
Private,50,92,Not Own Book,D,1
Private,87,81,Own a Book,F,1
Private,95,95,Not Own Book,A,1
Government,260,66,Not Own Book,F,0
Private,96,87,Own a Book,B,1
Government,127,50,Not Own Book,F,0
Private,77,84,Own a Book,A,1
Government,137,65,Not Own Book,D,0
Government,131,74,Own a Book,F,1
Private,73,84,Own a Book,A,1
Private,94,76,Own a Book,D,1
Private,51,89,Not Own Book,B,1
Government,104,67,Own a Book,B,1
Government,204,62,Not Own Book,F,0
Government,215,70,Not Own Book,F,1
Government,120,52,Own a Book,F,0
Government,224,76,Own a Book,F,0
Government,193,68,Own a Book,D,0
Private,70,86,Not Own Book,B,1
Government,60,79,Not Own Book,D,1
Government,74,64,Own a Book,C,1
Government,120,72,Not Own Book,F,0
Government,184,68,Own a Book,F,0
Private,86,99,Own a Book,C,1
Private,68,91,Not Own Book,D,1
Private,71,80,Not Own Book,B,1
Government,148,87,Own a Book,D,1
Private,71,95,Own a Book,D,1
Government,157,70,Not Own Book,F,0
Government,148,65,Not Own Book,F,0
Private,50,78,Own a Book,C,1
Government,140,74,Not Own Book,D,0
Government,148,63,Own a Book,D,0
Private,89,81,Own a Book,A,1
Private,62,93,Own a Book,C,1
Government,159,85,Not Own Book,B,1
Private,83,84,Own a Book,D,0
Private,72,93,Not Own Book,D,0
Government,71,72,Not Own Book,D,1
Government,195,73,Own a Book,C,1
Private,86,82,Not Own Book,B,1
Private,78,86,Own a Book,A,1
Private,75,80,Own a Book,C,1
Private,50,79,Not Own Book,B,1
Private,86,91,Own a Book,B,1
Government,216,64,Not Own Book,D,1
Private,58,81,Not Own Book,D,0
Private,95,79,Own a Book,B,1
Government,200,54,Own a Book,F,0
Private,57,74,Own a Book,C,1
Private,69,88,Not Own Book,D,0
Private,54,69,Own a Book,A,1
Private,74,91,Own a Book,A,1
Private,81,91,Own a Book,C,1
Private,55,87,Own a Book,B,1
Private,80,88,Not Own Book,B,1
Private,84,86,Own a Book,C,1
Government,179,72,Not Own Book,C,1
Private,81,89,Own a Book,B,1
Private,56,97,Own a Book,A,1
Private,73,98,Own a Book,F,0
Government,165,85,Not Own Book,D,1
Private,96,82,Own a Book,D,0
Private,75,93,Own a Book,D,1
Government,169,75,Own a Book,D,1
Private,61,83,Own a Book,C,1
Private,57,81,Own a Book,D,1
Private,55,85,Own a Book,A,1
Government,131,59,Own a Book,F,1
Government,242,56,Not Own Book,F,0
Government,131,74,Not Own Book,B,1
Government,166,70,Not Own Book,D,0
Government,175,70,Own a Book,F,1
Private,58,94,Own a Book,A,1
Private,68,86,Own a Book,B,1
Private,84,93,Own a Book,C,1
Government,169,62,Own a Book,C,0
Private,50,82,Own a Book,B,1
Government,176,70,Own a Book,D,0
Government,125,91,Not Own Book,A,1
Government,126,82,Not Own Book,F,0
Government,168,80,Not Own Book,F,0
Government,218,56,Not Own Book,F,0
Government,140,71,Own a Book,C,1
Private,92,93,Own a Book,D,1
Government,85,90,Not Own Book,C,1
Government,155,53,Own a Book,B,1
Private,66,93,Own a Book,C,1
Government,162,80,Not Own Book,D,0
Government,136,74,Own a Book,C,1
Government,89,56,Not Own Book,F,0
Government,110,72,Not Own Book,C,1
Private,50,91,Not Own Book,C,1
Private,55,89,Not Own Book,A,1
Government,171,63,Own a Book,F,1
Government,138,61,Not Own Book,F,0
Government,160,74,Own a Book,D,1
Private,102,83,Own a Book,D,1
Government,136,63,Own a Book,A,1
Private,84,87,Own a Book,B,1
Government,151,71,Not Own Book,F,0
Private,116,95,Own a Book,A,1
Private,50,79,Own a Book,A,1
Government,117,57,Own a Book,F,0
Government,179,66,Not Own Book,D,1
Government,116,51,Own a Book,F,1
Government,175,75,Not Own Book,F,0
Government,147,50,Not Own Book,F,0
Government,188,77,Not Own Book,B,1
Private,58,95,Own a Book,A,1
Government,157,72,Own a Book,A,1
Private,81,74,Own a Book,A,1
Government,155,71,Not Own Book,D,0
Government,156,62,Not Own Book,F,0
Government,204,57,Own a Book,C,1
Government,74,75,Own a Book,D,1
Government,155,77,Own a Book,D,1
Private,56,96,Own a Book,D,0
Government,184,67,Own a Book,C,1
Private,62,89,Own a Book,F,0
Private,50,99,Not Own Book,C,1
Government,185,90,Own a Book,F,0
Private,70,95,Own a Book,A,1
Private,80,85,Own a Book,C,1
Government,214,70,Not Own Book,D,0
Government,166,68,Not Own Book,C,0
Government,157,77,Not Own Book,F,0
Private,74,82,Own a Book,A,1
Government,98,73,Own a Book,C,1
Government,140,73,Not Own Book,A,1
Private,104,90,Own a Book,A,1
Government,133,59,Own a Book,F,0
Government,142,72,Own a Book,F,1
Government,206,87,Not Own Book,D,0
Private,51,84,Own a Book,A,1
Private,84,89,Not Own Book,C,1
Government,78,51,Not Own Book,F,0
Private,80,89,Own a Book,A,1
Government,148,72,Not Own Book,C,1
Private,84,88,Own a Book,B,1
Government,104,77,Not Own Book,C,1
Government,125,67,Not Own Book,C,1
Private,84,96,Own a Book,B,1
Private,67,81,Not Own Book,A,1
Government,183,84,Own a Book,C,1
Government,159,72,Not Own Book,B,1
Government,129,69,Not Own Book,B,1
Private,70,77,Own a Book,D,1
Government,150,58,Own a Book,C,1
Government,140,73,Own a Book,A,1
Government,182,62,Own a Book,F,0
Government,133,79,Not Own Book,F,0
Government,124,72,Own a Book,B,1
Government,190,55,Not Own Book,F,0
Government,131,77,Own a Book,A,1
Government,125,68,Own a Book,B,1
Government,60,69,Own a Book,A,1
Government,103,80,Own a Book,B,1
Government,112,56,Not Own Book,F,0
Private,66,80,Own a Book,B,1
Private,64,90,Own a Book,A,1
Private,89,76,Not Own Book,D,1
Private,63,83,Not Own Book,A,1
Government,118,79,Not Own Book,C,1
Government,157,68,Not Own Book,F,0
Private,58,78,Own a Book,A,1
Private,98,89,Own a Book,D,1
Government,186,65,Own a Book,C,1
Government,97,62,Own a Book,C,1
Private,90,99,Own a Book,B,1
Government,204,75,Not Own Book,F,0
Government,98,67,Not Own Book,D,0
Private,57,94,Not Own Book,B,1
Government,122,67,Own a Book,C,1
Private,53,84,Own a Book,A,1
Private,63,90,Own a Book,C,1
Government,131,75,Not Own Book,F,0
Government,172,79,Not Own Book,D,1
Government,153,84,Own a Book,D,0
Government,143,81,Own a Book,F,0
Government,128,78,Not Own Book,D,0
Government,91,79,Own a Book,C,1
Private,83,96,Own a Book,C,1
Private,83,92,Own a Book,D,0
Government,122,54,Own a Book,C,1
Government,100,74,Not Own Book,A,1
Private,98,97,Own a Book,D,0
Government,161,61,Not Own Book,C,0
Government,167,66,Own a Book,F,0
Government,169,69,Not Own Book,D,1
Government,95,71,Not Own Book,C,1
Government,217,64,Not Own Book,F,0
Government,131,70,Not Own Book,D,1
Private,87,91,Own a Book,D,1
Private,96,73,Own a Book,F,0
Government,153,70,Own a Book,D,1
Government,96,66,Not Own Book,F,0
Government,60,52,Not Own Book,C,1
Private,74,91,Own a Book,B,1
Government,161,73,Own a Book,F,1
Private,66,89,Own a Book,C,1
Government,156,76,Own a Book,C,1
Private,81,90,Own a Book,C,1
Private,89,82,Own a Book,B,1
Private,71,93,Not Own Book,C,1
Government,147,78,Own a Book,F,0
Government,141,59,Not Own Book,D,0
Private,75,94,Own a Book,B,1
Government,126,67,Not Own Book,F,0
Private,67,92,Own a Book,A,1
Government,129,71,Not Own Book,D,0
Private,77,86,Own a Book,A,1
Government,111,75,Own a Book,F,0
Government,129,66,Not Own Book,F,0
Government,231,80,Own a Book,C,0
Private,88,96,Own a Book,A,1
Private,60,84,Own a Book,D,0
Private,87,86,Own a Book,A,1
Private,84,85,Own a Book,B,0
Government,145,73,Own a Book,B,1
Government,118,83,Not Own Book,C,1
Government,113,53,Not Own Book,F,0
Government,160,55,Own a Book,F,0
Private,62,87,Own a Book,A,1
Government,199,71,Not Own Book,A,1
Government,212,60,Own a Book,F,0
Private,74,89,Not Own Book,C,0
Private,92,82,Own a Book,B,1
Government,131,65,Not Own Book,F,0
Private,64,96,Not Own Book,B,1
Government,199,66,Own a Book,D,0
Government,221,66,Own a Book,A,1
Government,238,71,Not Own Book,C,1
Government,164,80,Not Own Book,D,0
Private,87,87,Own a Book,A,1
Government,163,64,Own a Book,F,0
Government,213,75,Own a Book,F,1
Government,169,78,Own a Book,D,1
Government,186,81,Not Own Book,B,1
Private,57,87,Own a Book,A,1
Government,139,74,Not Own Book,D,1
Private,87,93,Own a Book,B,1
Government,182,71,Own a Book,F,0
Government,190,83,Own a Book,B,1
Government,155,76,Own a Book,B,1
Private,65,99,Own a Book,A,1
Government,147,79,Own a Book,C,1
Government,152,50,Not Own Book,F,0
Government,160,66,Not Own Book,D,1
Private,60,76,Own a Book,B,1
Private,71,83,Not Own Book,F,0
Private,73,85,Not Own Book,C,1
Private,50,94,Not Own Book,D,1
Private,87,84,Not Own Book,C,1
Private,77,97,Own a Book,A,1
Government,161,63,Not Own Book,F,0
Government,126,67,Own a Book,D,1
Private,83,79,Own a Book,C,1
Government,112,84,Not Own Book,C,1
Private,64,99,Own a Book,A,1
Private,84,87,Own a Book,A,1
Private,80,77,Own a Book,A,1
Private,55,86,Own a Book,F,0
Government,220,72,Own a Book,F,0
Government,115,63,Not Own Book,B,1
Private,73,99,Not Own Book,A,1
Private,101,99,Not Own Book,A,1
Private,50,75,Not Own Book,A,1
Government,73,58,Own a Book,A,1
Private,81,91,Not Own Book,A,1
Government,60,59,Own a Book,F,0
Government,60,71,Not Own Book,D,1
Government,202,70,Own a Book,F,0
Government,131,69,Not Own Book,D,0
Private,107,95,Own a Book,D,1
Private,59,99,Own a Book,A,1
Government,135,73,Not Own Book,F,0
Government,174,57,Not Own Book,D,0
Private,82,89,Own a Book,B,1
Government,138,64,Own a Book,F,0
Government,120,89,Not Own Book,D,1
Private,78,92,Own a Book,A,1
Government,211,74,Not Own Book,F,0
Government,184,76,Own a Book,D,0
Government,121,69,Not Own Book,F,0
Private,60,96,Own a Book,A,1
Government,118,64,Own a Book,D,1
Government,92,79,Not Own Book,F,0
Government,156,85,Not Own Book,D,0
Private,87,82,Not Own Book,D,1
Government,146,73,Not Own Book,D,1
Government,227,74,Not Own Book,F,0
Government,229,59,Not Own Book,F,0
Government,163,56,Own a Book,B,1
Private,85,81,Own a Book,C,1
Government,109,69,Own a Book,C,0
Private,69,90,Not Own Book,B,1
Government,207,66,Own a Book,C,1
Government,123,89,Not Own Book,D,0
Private,97,95,Own a Book,A,1
Government,200,74,Own a Book,F,0
Government,183,65,Own a Book,F,0
Private,57,88,Own a Book,B,1
Private,70,95,Own a Book,A,1
Government,178,79,Not Own Book,F,0
Government,105,79,Not Own Book,C,1
Government,141,66,Not Own Book,F,0
Government,183,64,Not Own Book,C,0
Private,66,78,Not Own Book,F,0
Government,111,75,Not Own Book,F,0
Private,50,77,Own a Book,D,1
Private,69,87,Not Own Book,B,1
Government,184,65,Own a Book,F,0
Private,61,89,Own a Book,B,1
Private,75,96,Own a Book,C,1
Government,139,83,Not Own Book,C,1
Private,65,92,Own a Book,A,1
Government,187,62,Not Own Book,D,0
Government,223,69,Not Own Book,F,0
Private,90,81,Own a Book,F,0
Government,118,63,Not Own Book,C,1
Government,239,74,Not Own Book,B,1
Government,195,60,Own a Book,D,1
Government,129,65,Own a Book,B,1
Government,115,59,Own a Book,F,0
Private,91,92,Own a Book,B,1
Government,157,66,Not Own Book,F,0
Private,62,72,Own a Book,D,1
Government,143,86,Not Own Book,F,0
Government,131,80,Not Own Book,D,1
Private,62,73,Own a Book,A,1
Private,90,93,Own a Book,D,1
Government,185,85,Not Own Book,C,1
Private,87,86,Own a Book,B,1
Private,87,89,Own a Book,A,1
Private,61,85,Own a Book,A,1
Government,122,75,Not Own Book,D,1
Private,96,95,Own a Book,C,1
Government,154,58,Own a Book,C,0
Private,52,83,Not Own Book,A,1
Private,78,88,Own a Book,A,1
Government,179,73,Own a Book,F,0
Government,173,74,Own a Book,F,1
Government,107,68,Not Own Book,B,1
Private,103,81,Own a Book,C,1
Private,52,94,Own a Book,B,1
Private,76,79,Not Own Book,A,1
Private,101,84,Own a Book,B,1
Private,83,88,Own a Book,C,1
Government,187,74,Not Own Book,D,1
Government,102,67,Not Own Book,F,0
Government,165,77,Own a Book,C,1
Private,74,96,Not Own Book,D,1
Private,58,83,Own a Book,F,0
Government,188,73,Not Own Book,D,0
Private,62,89,Own a Book,B,1
Government,118,66,Not Own Book,D,1
Government,169,50,Own a Book,F,0
Government,143,73,Own a Book,F,0
Government,157,74,Own a Book,A,1
Private,71,95,Own a Book,B,1
Government,213,66,Not Own Book,F,0
Private,61,83,Not Own Book,B,1
Private,68,81,Own a Book,F,0
Government,171,50,Own a Book,F,0
Private,60,85,Own a Book,B,1
Private,59,99,Own a Book,A,1
Private,77,96,Not Own Book,A,1
Government,189,60,Not Own Book,D,0
Private,89,84,Not Own Book,B,1
Government,154,64,Not Own Book,F,0
Private,64,97,Own a Book,D,1
Private,79,99,Own a Book,A,1
Government,175,70,Not Own Book,D,1
Government,161,72,Not Own Book,D,1
Private,93,91,Own a Book,C,1
Government,104,69,Own a Book,B,1
Private,64,89,Own a Book,D,1
Government,199,70,Not Own Book,C,1
Private,52,91,Own a Book,A,1
Government,125,50,Not Own Book,F,0
Private,64,84,Own a Book,F,0
Government,79,58,Not Own Book,F,1
Government,141,76,Own a Book,A,1
Government,183,62,Own a Book,F,0
Private,77,77,Own a Book,A,1
Private,86,75,Own a Book,B,1
Private,92,91,Own a Book,A,1
Private,69,81,Own a Book,D,0
Private,114,87,Own a Book,C,1
Private,69,99,Own a Book,B,1
Government,140,73,Own a Book,C,1
Private,64,84,Own a Book,A,1
Government,174,58,Not Own Book,F,0
Government,136,74,Not Own Book,F,0
Private,73,87,Own a Book,C,1
Government,140,75,Not Own Book,C,0
Private,71,71,Own a Book,A,1
Government,157,81,Own a Book,F,0
Government,129,52,Not Own Book,F,0
Government,131,65,Not Own Book,F,0
Government,198,83,Own a Book,F,0
Government,136,50,Own a Book,D,0
Private,80,87,Not Own Book,A,1
Government,109,67,Own a Book,F,0
Private,68,87,Own a Book,A,1
Private,56,90,Own a Book,D,0
Government,233,70,Not Own Book,C,0
Government,211,56,Own a Book,D,0
Private,83,88,Not Own Book,A,1
Private,107,87,Own a Book,D,1
Private,86,87,Own a Book,B,1
Private,72,99,Own a Book,D,0
Private,80,97,Own a Book,A,1
Private,95,99,Own a Book,D,1
Government,110,73,Not Own Book,C,1
Private,57,99,Own a Book,A,1
Government,168,61,Not Own Book,C,1
Private,66,85,Own a Book,C,1
Government,60,64,Not Own Book,F,1
Government,94,65,Own a Book,C,1
Private,70,88,Own a Book,B,1
Government,152,72,Not Own Book,C,1
Government,153,74,Not Own Book,C,1
Private,105,99,Own a Book,A,1
Government,140,54,Not Own Book,D,0
Government,162,57,Not Own Book,D,1
Government,76,50,Own a Book,A,1
Private,74,82,Own a Book,B,1
Private,80,84,Own a Book,D,0
Private,54,83,Own a Book,A,1
Private,60,80,Own a Book,C,1
Private,82,88,Own a Book,A,1
Private,66,85,Own a Book,D,1
Government,145,61,Own a Book,C,1
Government,174,71,Not Own Book,D,1
Private,105,83,Not Own Book,C,1
Government,140,81,Not Own Book,D,0
Government,229,68,Own a Book,B,1
Government,61,66,Not Own Book,C,1
Private,77,89,Own a Book,A,1
Government,134,50,Own a Book,C,1
Private,67,96,Not Own Book,A,1
Government,179,77,Not Own Book,F,1
Private,71,82,Own a Book,C,1
Private,50,80,Own a Book,A,1
